onset	duration	sample	value
-0.001	11896.746	-0.5	boundary
0.1593318839	0.002	79.6659	RTO
0.4935003805	0.002	246.7502	RHS
1.062085584	0.002	531.0428	LTO
1.361340954	0.002	680.6705	LHS
2.049628305	0.002	1024.8142	RTO
2.40374716	0.002	1201.8736	RHS
2.882555752	0.002	1441.2779	LTO
3.261612554	0.002	1630.8063	LHS
3.80525981	0.002	1902.6299	RTO
4.169353843	0.002	2084.6769	RHS
4.639581292	0.002	2319.7906	LTO
5	0	2500	TrialStart
5.009936478	0.002	2504.9682	LHS
5.645546054	0.002	2822.773	RTO
6.03091564	0.002	3015.4578	RHS
6.646506017	0.002	3323.253	LTO
6.951798806	0.002	3475.8994	LHS
7.527350784	0.002	3763.6754	RTO
7.897705971	0.002	3948.853	RHS
8.44322915	0.002	4221.6146	LTO
8.813584337	0.002	4406.7922	LHS
9.274025919	0.002	4637.013	RTO
9.688929393	0.002	4844.4647	RHS
10.17337356	0.002	5086.6868	LTO
10.51797818	0.002	5258.9891	LHS
11.04237651	0.002	5521.1883	RTO
11.36700405	0.002	5683.502	RHS
11.84645395	0.002	5923.227	LTO
12.23600699	0.002	6118.0035	LHS
12.87027926	0.002	6435.1396	RTO
13.17992398	0.002	6589.962	RHS
13.73428793	0.002	6867.144	LTO
14.14381805	0.002	7071.909	LHS
14.67321065	0.002	7336.6053	RTO
15.08336058	0.002	7541.6803	RHS
15.65357965	0.002	7826.7898	LTO
16.01871993	0.002	8009.36	LHS
16.59394092	0.002	8296.9705	RTO
16.90906198	0.002	8454.531	RHS
17.54430603	0.002	8772.153	LTO
17.82441364	0.002	8912.2068	LHS
18.34961542	0.002	9174.8077	RTO
18.71975762	0.002	9359.8788	RHS
19.34999975	0.002	9674.9999	LTO
19.71013811	0.002	9855.0691	LHS
20.26083285	0.002	10130.4164	RTO
20.67654954	0.002	10338.2748	RHS
21.20746484	0.002	10603.7324	LTO
21.64321608	0.002	10821.608	LHS
22.30435589	0.002	11152.1779	RTO
22.65996897	0.002	11329.9845	RHS
23.22594471	0.002	11612.9724	LTO
23.5965837	0.002	11798.2918	LHS
24.19761988	0.002	12098.8099	RTO
24.54822433	0.002	12274.1122	RHS
25.14918869	0.002	12574.5943	LTO
25.42387353	0.002	12711.9368	LHS
26.0731286	0.002	13036.5643	RTO
26.42272749	0.002	13211.3637	RHS
26.87720604	0.002	13438.603	LTO
27.25177628	0.002	13625.8881	LHS
27.89603708	0.002	13948.0185	RTO
28.21567035	0.002	14107.8352	RHS
28.71509733	0.002	14357.5487	LTO
29.00476498	0.002	14502.3825	LHS
29.52916331	0.002	14764.5817	RTO
29.92870489	0.002	14964.3524	RHS
30.54348553	0.002	15271.7428	LTO
30.84388857	0.002	15421.9443	LHS
31.33955359	0.002	15669.7768	RTO
31.72507083	0.002	15862.5354	RHS
32.15564852	0.002	16077.8243	LTO
32.55117919	0.002	16275.5896	LHS
33.29718008	0.002	16648.59	RTO
33.68770403	0.002	16843.852	RHS
34.17335562	0.002	17086.6778	LTO
34.5438527	0.002	17271.9264	LHS
35.07456474	0.002	17537.2824	RTO
35.39499465	0.002	17697.4973	RHS
36.03924274	0.002	18019.6214	LTO
36.36854972	0.002	18184.2749	LHS
36.87747869	0.002	18438.7393	RTO
37.24670167	0.002	18623.3508	RHS
37.91030513	0.002	18955.1526	LTO
38.17973812	0.002	19089.8691	LHS
38.69864609	0.002	19349.323	RTO
39.02296357	0.002	19511.4818	RHS
39.50694504	0.002	19753.4725	LTO
39.85122052	0.002	19925.6103	LHS
40.45993949	0.002	20229.9697	RTO
40.80925612	0.002	20404.6281	RHS
41.23983382	0.002	20619.9169	LTO
41.61533762	0.002	20807.6688	LHS
42.28123103	0.002	21140.6155	RTO
42.61167437	0.002	21305.8372	RHS
43.12235955	0.002	21561.1798	LTO
43.43277602	0.002	21716.388	LHS
44.12870974	0.002	22064.3549	RTO
44.49920682	0.002	22249.6034	RHS
44.95982482	0.002	22479.9124	LTO
45.37037564	0.002	22685.1878	LHS
46.21620414	0.002	23108.1021	RTO
46.66611855	0.002	23333.0593	RHS
47.39597971	0.002	23697.9899	LTO
47.71091979	0.002	23855.4599	LHS
48.46077714	0.002	24230.3886	RTO
48.84070487	0.002	24420.3524	RHS
49.41059646	0.002	24705.2982	LTO
49.77552703	0.002	24887.7635	LHS
50.35541672	0.002	25177.7084	RTO
50.75034159	0.002	25375.1708	RHS
51.41031373	0.002	25705.1569	LTO
51.72043287	0.002	25860.2164	LHS
52.22062504	0.002	26110.3125	RTO
52.6507903	0.002	26325.3951	RHS
53.29603819	0.002	26648.0191	LTO
53.5761458	0.002	26788.0729	LHS
54.06133221	0.002	27030.6661	RTO
54.44147825	0.002	27220.7391	RHS
54.99669155	0.002	27498.3458	LTO
55.32681838	0.002	27663.4092	LHS
55.83701439	0.002	27918.5072	RTO
56.24717197	0.002	28123.586	RHS
56.92761147	0.002	28463.8057	LTO
57.26286858	0.002	28631.4343	LHS
57.83830988	0.002	28919.1549	RTO
58.1635593	0.002	29081.7797	RHS
58.59889316	0.002	29299.4466	LTO
59.00920782	0.002	29504.6039	LHS
59.73476424	0.002	29867.3821	RTO
60.04500215	0.002	30022.5011	RHS
