onset	duration	sample	value
-0.001	6581.21	-0.5	boundary
0.0360296708	0.002	18.0148	RTO
0.340680084	0.002	170.34	RHS
0.4955024251	0.002	247.7512	LTO
0.8950439506	0.002	447.522	LHS
1.039877754	0.002	519.9389	RTO
1.374493781	0.002	687.2469	RHS
1.579258813	0.002	789.6294	LTO
1.883909226	0.002	941.9546	LHS
2.028743029	0.002	1014.3715	RTO
2.308422097	0.002	1154.211	RHS
2.488215784	0.002	1244.1079	LTO
2.767894851	0.002	1383.9474	LHS
2.912728654	0.002	1456.3643	RTO
3.272316027	0.002	1636.158	RHS
3.437126907	0.002	1718.5635	LTO
3.736783051	0.002	1868.3915	LHS
3.876622585	0.002	1938.3113	RTO
4.241778831	0.002	2120.8894	RHS
4.387029222	0.002	2193.5146	LTO
4.747650883	0.002	2373.8254	LHS
4.867858103	0.002	2433.9291	RTO
5	0	2500	TrialStart
5.2485143	0.002	2624.2572	RHS
5.40378196	0.002	2701.891	LTO
5.814489962	0.002	2907.245	LHS
5.954731719	0.002	2977.3659	RTO
6.250241136	0.002	3125.1206	RHS
6.400500161	0.002	3200.2501	LTO
6.665957772	0.002	3332.9789	LHS
6.801190895	0.002	3400.5954	RTO
7.131760751	0.002	3565.8804	RHS
7.28702841	0.002	3643.5142	LTO
7.677701876	0.002	3838.8509	LHS
7.868029975	0.002	3934.015	RTO
8.158530757	0.002	4079.2654	RHS
8.328824319	0.002	4164.4122	LTO
8.714489151	0.002	4357.2446	LHS
8.844713639	0.002	4422.3568	RTO
9.245404373	0.002	4622.7022	RHS
9.385347257	0.002	4692.6736	LTO
9.725087573	0.002	4862.5438	LHS
9.894957731	0.002	4947.4789	RTO
10.18473624	0.002	5092.3681	RHS
10.38957966	0.002	5194.7898	LTO
10.71433143	0.002	5357.1657	LHS
10.87420923	0.002	5437.1046	RTO
11.19396482	0.002	5596.9824	RHS
11.37382734	0.002	5686.9137	LTO
11.70357529	0.002	5851.7876	LHS
11.93339963	0.002	5966.6998	RTO
12.2581514	0.002	6129.0757	RHS
12.42802156	0.002	6214.0108	LTO
12.74777715	0.002	6373.8886	LHS
12.88267404	0.002	6441.337	RTO
13.24739526	0.002	6623.6976	RHS
13.38728833	0.002	6693.6442	LTO
13.66707447	0.002	6833.5372	LHS
13.81196373	0.002	6905.9819	RTO
14.15670022	0.002	7078.3501	RHS
14.29159711	0.002	7145.7986	LTO
14.70660933	0.002	7353.3047	LHS
14.85672443	0.002	7428.3622	RTO
15.24702369	0.002	7623.5118	RHS
15.40214263	0.002	7701.0713	LTO
15.70737666	0.002	7853.6883	LHS
15.8624956	0.002	7931.2478	RTO
16.18274114	0.002	8091.3706	RHS
16.33285624	0.002	8166.4281	LTO
16.64809795	0.002	8324.049	LHS
16.80321688	0.002	8401.6084	RTO
17.12846626	0.002	8564.2331	RHS
17.27357753	0.002	8636.7888	LTO
17.55379238	0.002	8776.8962	LHS
17.70891131	0.002	8854.4557	RTO
18.01414535	0.002	9007.0727	RHS
18.17927196	0.002	9089.636	LTO
18.52954052	0.002	9264.7703	LHS
18.72469015	0.002	9362.3451	RTO
19.01991651	0.002	9509.9583	RHS
19.20505847	0.002	9602.5292	LTO
19.54031552	0.002	9770.1578	LHS
