onset	duration	sample	value
-0.001	10706.678	-0.5	boundary
0.1287249886	0.002	64.3625	LTO
0.6487252978	0.002	324.3626	LHS
0.9437254733	0.002	471.8627	RTO
1.373725729	0.002	686.8629	RHS
1.628725881	0.002	814.3629	LTO
2.128726178	0.002	1064.3631	LHS
2.438726362	0.002	1219.3632	RTO
2.833726597	0.002	1416.8633	RHS
3.083726746	0.002	1541.8634	LTO
3.538727016	0.002	1769.3635	LHS
3.858727207	0.002	1929.3636	RTO
4.288727462	0.002	2144.3637	RHS
4.548727617	0.002	2274.3638	LTO
5	0	2500	TrialStart
5.023727899	0.002	2511.8639	LHS
5.298728063	0.002	2649.364	RTO
5.763728339	0.002	2881.8642	RHS
6.018728491	0.002	3009.3642	LTO
6.488728771	0.002	3244.3644	LHS
6.768728937	0.002	3384.3645	RTO
7.208729199	0.002	3604.3646	RHS
7.493729368	0.002	3746.8647	LTO
7.943729636	0.002	3971.8648	LHS
8.298729847	0.002	4149.3649	RTO
8.698730085	0.002	4349.365	RHS
8.968730245	0.002	4484.3651	LTO
9.433730522	0.002	4716.8653	LHS
9.753730712	0.002	4876.8654	RTO
10.21873099	0.002	5109.3655	RHS
10.51373116	0.002	5256.8656	LTO
11.11873152	0.002	5559.3658	LHS
11.45373172	0.002	5726.8659	RTO
11.89373198	0.002	5946.866	RHS
12.19873217	0.002	6099.3661	LTO
12.65873244	0.002	6329.3662	LHS
12.97373263	0.002	6486.8663	RTO
13.51373295	0.002	6756.8665	RHS
13.82373313	0.002	6911.8666	LTO
14.32373343	0.002	7161.8667	LHS
14.63373361	0.002	7316.8668	RTO
15.1187339	0.002	7559.367	RHS
15.38373406	0.002	7691.867	LTO
15.9587344	0.002	7979.3672	LHS
16.2887346	0.002	8144.3673	RTO
16.72873486	0.002	8364.3674	RHS
16.99373502	0.002	8496.8675	LTO
17.52373533	0.002	8761.8677	LHS
17.85873553	0.002	8929.3678	RTO
18.29873579	0.002	9149.3679	RHS
18.59873597	0.002	9299.368	LTO
19.03373623	0.002	9516.8681	LHS
19.40373645	0.002	9701.8682	RTO
19.80373669	0.002	9901.8683	RHS
20.10873687	0.002	10054.3684	LTO
20.60873717	0.002	10304.3686	LHS
20.95873737	0.002	10479.3687	RTO
21.46873768	0.002	10734.3688	RHS
21.76873786	0.002	10884.3689	LTO
22.29373817	0.002	11146.8691	LHS
22.64873838	0.002	11324.3692	RTO
23.12373866	0.002	11561.8693	RHS
23.38373882	0.002	11691.8694	LTO
23.88873912	0.002	11944.3696	LHS
24.22873932	0.002	12114.3697	RTO
24.71373961	0.002	12356.8698	RHS
25.01373979	0.002	12506.8699	LTO
25.5487401	0.002	12774.3701	LHS
25.8837403	0.002	12941.8702	RTO
26.32874057	0.002	13164.3703	RHS
26.68874078	0.002	13344.3704	LTO
27.2187411	0.002	13609.3705	LHS
27.54374129	0.002	13771.8706	RTO
28.09374162	0.002	14046.8708	RHS
28.37374178	0.002	14186.8709	LTO
28.94874213	0.002	14474.3711	LHS
29.30874234	0.002	14654.3712	RTO
29.7387426	0.002	14869.3713	RHS
30.05374278	0.002	15026.8714	LTO
30.62874313	0.002	15314.3716	LHS
30.95874332	0.002	15479.3717	RTO
31.40874359	0.002	15704.3718	RHS
31.62874372	0.002	15814.3719	LTO
32.24374409	0.002	16121.872	LHS
32.61374431	0.002	16306.8722	RTO
33.02874455	0.002	16514.3723	RHS
33.30874472	0.002	16654.3724	LTO
33.85374504	0.002	16926.8725	LHS
34.19374525	0.002	17096.8726	RTO
34.67874553	0.002	17339.3728	RHS
34.97874571	0.002	17489.3729	LTO
35.52374604	0.002	17761.873	LHS
35.86374624	0.002	17931.8731	RTO
36.36374654	0.002	18181.8733	RHS
36.6437467	0.002	18321.8734	LTO
37.21374704	0.002	18606.8735	LHS
37.56374725	0.002	18781.8736	RTO
38.00874751	0.002	19004.3738	RHS
