onset	duration	sample	value
-0.001	7087.22	-0.5	boundary
0.02341462783	0.002	11.7073	LHS
0.5986115102	0.002	299.3058	RTO
1.078979723	0.002	539.4899	RHS
1.339179172	0.002	669.5896	LTO
1.919624097	0.002	959.812	LHS
2.299915599	0.002	1149.9578	RTO
2.695218607	0.002	1347.6093	RHS
2.990444905	0.002	1495.2225	LTO
3.590905172	0.002	1795.4526	LHS
4.016231194	0.002	2008.1156	RTO
4.556645434	0.002	2278.3227	RHS
4.926929265	0.002	2463.4646	LTO
5	0	2500	TrialStart
5.642343675	0.002	2821.1718	LHS
6.25722648	0.002	3128.6132	RTO
6.727136916	0.002	3363.5685	RHS
7.087068314	0.002	3543.5342	LTO
7.671956836	0.002	3835.9784	LHS
8.046885375	0.002	4023.4427	RTO
8.651770086	0.002	4325.885	RHS
8.861730068	0.002	4430.865	LTO
9.451617637	0.002	4725.8088	LHS
9.936525215	0.002	4968.2626	RTO
10.4114347	0.002	5205.7173	RHS
10.74138618	0.002	5370.6931	LTO
11.3068196	0.002	5653.4098	LHS
11.6871111	0.002	5843.5555	RTO
12.30758671	0.002	6153.7934	RHS
12.79796259	0.002	6398.9813	LTO
13.1232119	0.002	6561.606	LHS
13.5035034	0.002	6751.7517	RTO
14.01889847	0.002	7009.4492	RHS
14.26408641	0.002	7132.0432	LTO
14.89957352	0.002	7449.7868	LHS
15.39495324	0.002	7697.4766	RTO
15.92535981	0.002	7962.6799	RHS
16.28403799	0.002	8142.019	LTO
16.85673627	0.002	8428.3681	LHS
17.33979482	0.002	8669.8974	RTO
17.7780335	0.002	8889.0168	RHS
18.12165247	0.002	9060.8262	LTO
18.71427069	0.002	9357.1353	LHS
19.19732924	0.002	9598.6646	RTO
19.69034776	0.002	9845.1739	RHS
19.96424694	0.002	9982.1235	LTO
20.51702528	0.002	10258.5126	LHS
20.95028398	0.002	10475.142	RTO
21.40969894	0.002	10704.8495	RHS
21.82525633	0.002	10912.6282	LTO
22.32092117	0.002	11160.4606	LHS
22.65637111	0.002	11328.1856	RTO
23.20710982	0.002	11603.5549	RHS
23.72280152	0.002	11861.4008	LTO
24.18341935	0.002	12091.7097	LHS
24.61900361	0.002	12309.5018	RTO
25.13469531	0.002	12567.3477	RHS
25.5502527	0.002	12775.1263	LTO
26.08096455	0.002	13040.4823	LHS
26.52611457	0.002	13263.0573	RTO
27.13483332	0.002	13567.4167	RHS
27.50405616	0.002	13752.0281	LTO
27.98803746	0.002	13994.0187	LHS
28.42711328	0.002	14213.5566	RTO
29.13562198	0.002	14567.811	RHS
29.54975031	0.002	14774.8752	LTO
29.89402567	0.002	14947.0128	LHS
30.50773391	0.002	15253.867	RTO
30.97674671	0.002	15488.3734	RHS
31.21624261	0.002	15608.1213	LTO
31.67546582	0.002	15837.7329	LHS
32.19616423	0.002	16098.0821	RTO
32.67180221	0.002	16335.9011	RHS
32.84703725	0.002	16423.5186	LTO
33.46286327	0.002	16731.4316	LHS
34.38409893	0.002	17192.0495	RTO
34.77462274	0.002	17387.3114	RHS
34.99491822	0.002	17497.4591	LTO
35.75593899	0.002	17877.9695	LHS
36.3066777	0.002	18153.3388	RTO
36.98250366	0.002	18491.2518	RHS
37.33777598	0.002	18668.888	LTO
37.85317104	0.002	18926.5855	LHS
38.4236083	0.002	19211.8041	RTO
38.85393815	0.002	19426.9691	RHS
39.26425267	0.002	19632.1263	LTO
39.87972444	0.002	19939.8622	LHS
40.33006964	0.002	20165.0348	RTO
40.79042251	0.002	20395.2113	RHS
41.00058361	0.002	20500.2918	LTO
41.46594031	0.002	20732.9702	LHS
42.14650803	0.002	21073.254	RTO
42.8124012	0.002	21406.2006	RHS
43.13783771	0.002	21568.9189	LTO
43.58343539	0.002	21791.7177	LHS
44.10413381	0.002	22052.0669	RTO
44.65487252	0.002	22327.4363	RHS
45.04539633	0.002	22522.6982	LTO
45.60114176	0.002	22800.5709	LHS
46.3571558	0.002	23178.5779	RTO
46.9028878	0.002	23451.4439	RHS
47.21330416	0.002	23606.6521	LTO
47.80930274	0.002	23904.6514	LHS
48.26508835	0.002	24132.5442	RTO
48.73589986	0.002	24367.9499	RHS
49.3018754	0.002	24650.9377	LTO
49.85783367	0.002	24928.9168	LHS
50.38374015	0.002	25191.8701	RTO
50.80947396	0.002	25404.737	RHS
51.21517324	0.002	25607.5866	LTO
51.71603655	0.002	25858.0183	LHS
52.09669267	0.002	26048.3463	RTO
52.51240922	0.002	26256.2046	RHS
53.07123298	0.002	26535.6165	LTO
53.55521428	0.002	26777.6071	LHS
54.04418508	0.002	27022.0925	RTO
54.68783031	0.002	27343.9152	RHS
55.01214767	0.002	27506.0738	LTO
55.50111847	0.002	27750.5592	LHS
56.04996324	0.002	28024.9816	RTO
56.41918608	0.002	28209.593	RHS
56.8532724	0.002	28426.6362	LTO
57.36719069	0.002	28683.5953	LHS
57.77139347	0.002	28885.6967	RTO
58.41102653	0.002	29205.5133	RHS
