onset	duration	sample	value
-0.001	12031.88	-0.5	boundary
0.5501868426	0.002	275.0934	LHS
0.5701309721	0.002	285.0655	LTO
0.7845303647	0.002	392.2652	LHS
0.7895163971	0.002	394.7582	LTO
0.924339313	0.002	462.1697	LHS
0.9293503505	0.002	464.6752	LTO
2.577981709	0.002	1288.9909	LHS
2.582992747	0.002	1291.4964	LTO
3.329637344	0.002	1664.8187	LHS
3.334648381	0.002	1667.3242	LTO
4.832948613	0.002	2416.4743	LHS
4.83795965	0.002	2418.9798	LTO
4.98327974	0.002	2491.6399	LHS
4.998312852	0.002	2499.1564	LTO
5	0	2500	TrialStart
5.43427312	0.002	2717.1366	LHS
5.439284158	0.002	2719.6421	LTO
6.034822468	0.002	3017.4112	LHS
6.0398085	0.002	3019.9042	LTO
6.483565382	0.002	3241.7827	LHS
6.488551415	0.002	3244.2757	LTO
7.23147024	0.002	3615.7351	LHS
7.236456273	0.002	3618.2281	LTO
7.545590281	0.002	3772.7951	LHS
7.550576313	0.002	3775.2882	LTO
9.026441899	0.002	4513.2209	LHS
9.031427932	0.002	4515.714	LTO
10.22308967	0.002	5111.5448	LHS
10.2280757	0.002	5114.0379	LTO
14.57811863	0.002	7289.0593	LHS
14.58815077	0.002	7294.0754	LTO
15.32049681	0.002	7660.2484	LHS
15.32551287	0.002	7662.7564	LTO
16.40184084	0.002	8200.9204	LHS
16.40683684	0.002	8203.4184	LTO
18.03553429	0.002	9017.7671	LHS
18.0405303	0.002	9020.2651	LTO
21.20833719	0.002	10604.1686	LHS
21.21333819	0.002	10606.6691	LTO
26.88652493	0.002	13443.2625	LHS
26.89153597	0.002	13445.768	LTO
54.48047025	0.002	27240.2351	LHS
54.48545131	0.002	27242.7257	LTO
185.05	0	92525	TrialEnd
