onset	duration	sample	value
-0.001	7481.92	-0.5	boundary
0.0739588639	0.002	36.9794	LHS
0.07896270043	0.002	39.4814	LTO
0.3641813826	0.002	182.0907	LHS
0.3892005652	0.002	194.6003	LTO
0.7344652857	0.002	367.2326	LHS
0.7494767953	0.002	374.7384	LTO
0.8245343432	0.002	412.2672	LHS
0.8295381797	0.002	414.7691	LTO
0.9846571121	0.002	492.3286	LHS
1.05971466	0.002	529.8573	LTO
1.159791391	0.002	579.8957	LHS
1.1748029	0.002	587.4015	LTO
1.274879631	0.002	637.4398	LHS
1.299898813	0.002	649.9494	LTO
1.30490265	0.002	652.4513	LHS
1.309906486	0.002	654.9532	LTO
1.424994727	0.002	712.4974	LHS
1.4350024	0.002	717.5012	LTO
1.875340014	0.002	937.67	LHS
1.890351524	0.002	945.1758	LTO
2.475800398	0.002	1237.9002	LHS
2.495815744	0.002	1247.9079	LTO
2.585884801	0.002	1292.9424	LHS
2.650934676	0.002	1325.4673	LTO
3.071256945	0.002	1535.6285	LHS
3.086268454	0.002	1543.1342	LTO
3.766790222	0.002	1883.3951	LHS
3.831840097	0.002	1915.92	LTO
3.851855443	0.002	1925.9277	LHS
3.85685928	0.002	1928.4296	LTO
3.881878462	0.002	1940.9392	LHS
3.951932174	0.002	1975.9661	LTO
4.877641931	0.002	2438.821	LHS
4.892653441	0.002	2446.3267	LTO
5	0	2500	TrialStart
5.027757027	0.002	2513.8785	LHS
5.0377647	0.002	2518.8824	LTO
5.41305244	0.002	2706.5262	LHS
5.418056276	0.002	2709.0281	LTO
5.478102315	0.002	2739.0512	LHS
5.493113824	0.002	2746.5569	LTO
5.683259612	0.002	2841.6298	LHS
5.743305651	0.002	2871.6528	LTO
5.778332507	0.002	2889.1663	LHS
5.78834018	0.002	2894.1701	LTO
6.228677794	0.002	3114.3389	LHS
6.238685467	0.002	3119.3427	LTO
6.37879289	0.002	3189.3964	LHS
6.398808236	0.002	3199.4041	LTO
6.659007736	0.002	3329.5039	LHS
6.669015409	0.002	3334.5077	LTO
6.679023082	0.002	3339.5115	LHS
6.689030755	0.002	3344.5154	LTO
6.814126668	0.002	3407.0633	LHS
6.834142014	0.002	3417.071	LTO
7.21443359	0.002	3607.2168	LHS
7.224441263	0.002	3612.2206	LTO
7.309506484	0.002	3654.7532	LHS
7.319514157	0.002	3659.7571	LTO
7.429598561	0.002	3714.7993	LHS
7.569705984	0.002	3784.853	LTO
7.579713657	0.002	3789.8568	LHS
7.594725166	0.002	3797.3626	LTO
8.030058944	0.002	4015.0295	LHS
8.045070454	0.002	4022.5352	LTO
8.330289136	0.002	4165.1446	LHS
8.335292973	0.002	4167.6465	LTO
8.780634424	0.002	4390.3172	LHS
8.78563826	0.002	4392.8191	LTO
8.850688135	0.002	4425.3441	LHS
8.865699645	0.002	4432.8498	LTO
9.230520907	0.002	4615.2605	LHS
9.235510406	0.002	4617.7552	LTO
9.61970182	0.002	4809.8509	LHS
9.629680818	0.002	4814.8404	LTO
9.97894574	0.002	4989.4729	LHS
10.00389323	0.002	5001.9466	LTO
10.27831567	0.002	5139.1578	LHS
10.29328417	0.002	5146.6421	LTO
10.42800064	0.002	5214.0003	LHS
10.43299014	0.002	5216.4951	LTO
10.57768561	0.002	5288.8428	LHS
10.58267511	0.002	5291.3376	LTO
10.69743358	0.002	5348.7168	LHS
10.70741258	0.002	5353.7063	LTO
10.79223406	0.002	5396.117	LHS
10.85709754	0.002	5428.5488	LTO
10.95688752	0.002	5478.4438	LHS
10.98682452	0.002	5493.4123	LTO
11.0367195	0.002	5518.3598	LHS
11.061667	0.002	5530.8335	LTO
11.17642547	0.002	5588.2127	LHS
11.21135197	0.002	5605.676	LTO
11.34107894	0.002	5670.5395	LHS
11.35105793	0.002	5675.529	LTO
11.62049087	0.002	5810.2454	LHS
11.63545937	0.002	5817.7297	LTO
11.80510233	0.002	5902.5512	LHS
11.82007083	0.002	5910.0354	LTO
12.05457728	0.002	6027.2886	LHS
12.06455628	0.002	6032.2781	LTO
12.07453527	0.002	6037.2676	LHS
12.08451427	0.002	6042.2571	LTO
12.09948277	0.002	6049.7414	LHS
12.10946177	0.002	6054.7309	LTO
12.37390521	0.002	6186.9526	LHS
12.37889471	0.002	6189.4474	LTO
12.52359017	0.002	6261.7951	LHS
12.52857967	0.002	6264.2898	LTO
12.63335915	0.002	6316.6796	LHS
12.65331714	0.002	6326.6586	LTO
12.67327514	0.002	6336.6376	LHS
12.67826464	0.002	6339.1323	LTO
12.97264507	0.002	6486.3225	LHS
12.97763457	0.002	6488.8173	LTO
13.12233004	0.002	6561.165	LHS
13.12731954	0.002	6563.6598	LTO
13.40673148	0.002	6703.3657	LHS
13.44664747	0.002	6723.3237	LTO
13.45662647	0.002	6728.3132	LHS
13.47159496	0.002	6735.7975	LTO
13.49654246	0.002	6748.2712	LHS
13.7410279	0.002	6870.514	LTO
13.81088089	0.002	6905.4404	LHS
13.82584938	0.002	6912.9247	LTO
13.86576537	0.002	6932.8827	LHS
13.91566036	0.002	6957.8302	LTO
13.93062886	0.002	6965.3144	LHS
13.98052385	0.002	6990.2619	LTO
14.02043984	0.002	7010.2199	LHS
14.03540834	0.002	7017.7042	LTO
14.11025082	0.002	7055.1254	LHS
14.2150303	0.002	7107.5151	LTO
14.26991478	0.002	7134.9574	LHS
14.27989378	0.002	7139.9469	LTO
